PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	088,4,23,4519,0,11,5,2,0,4262,0,0,1597,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	089,0,1,311,0,0,0,0,0,209,0,0,92,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	090,0,9,1974,0,0,3,1,0,1956,0,0,561,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	091,1,27,6898,0,18,2,1,0,7338,0,0,1579,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	092,1,10,2301,0,0,4,2,0,2823,0,0,630,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	093,32,198,53004,0,85,214,91,10,37377,7,0,22380,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	094,2,43,8908,0,3,27,3,3,6760,0,0,3412,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	095,0,14,2185,0,0,6,3,0,1674,0,0,580,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	096,0,14,3569,0,6,9,3,0,3567,0,0,2664,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	097,52,496,121648,0,110,184,97,16,34401,40,0,40565,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	098,91,1421,174985,0,585,236,180,55,65621,6,0,46999,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	099,1,0,1185,0,4,22,1,0,2011,0,0,157,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	100,6,57,4819,0,4,22,6,0,6841,0,0,1248,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	101,113,1005,130222,0,486,94,118,49,43047,3,0,44187,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	102,0,6,1536,0,0,2,1,0,1600,0,0,377,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	103,1,6,1361,1,1,9,1,0,1401,0,0,249,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	104,0,3,1096,0,0,3,0,0,1418,0,0,266,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	105,2,13,5564,0,1,22,3,0,6213,0,0,2166,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	106,0,1,863,0,0,4,0,0,910,0,0,193,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	107,0,8,1418,0,1,3,5,1,1118,0,0,197,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	108,2,49,6359,0,4,64,11,0,4777,0,0,4412,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	109,1,4,3081,1,3,13,0,0,3564,0,0,385,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	110,1,26,4154,0,0,3,1,0,3822,0,0,902,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	111,2,5,2786,0,1,23,3,0,2570,0,0,326,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	112,0,4,1826,0,7,0,5,0,2153,0,0,306,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	113,1,11,2829,0,1,41,8,1,3436,0,0,532,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	114,1,17,4212,0,1,13,2,0,3539,0,0,2012,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	115,1,4,944,0,0,1,2,0,1215,0,0,248,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	116,0,5,3747,0,1,5,3,1,3294,0,0,293,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	117,1,2,1320,0,0,1,3,0,1537,0,0,131,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	118,3,26,7066,0,2,6,2,0,6223,2,0,3831,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	119,1,24,6383,0,24,39,0,2,5453,0,0,2638,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	120,228,3391,585743,1,1309,733,626,72,162199,26,0,98221,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	121,2,23,7344,0,6,112,5,0,4982,0,0,5498,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	122,0,3,750,0,3,14,0,0,1219,0,0,210,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	123,0,9,3202,0,7,11,1,0,3709,0,0,1705,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	124,9,89,17847,0,27,32,8,0,15244,0,0,22659,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	14,	125,1,8,6746,1,0,6,14,0,6932,1,0,1870,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	001,0,743,9993,0,1,0,0,0,7487,0,0,305,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	002,8,105,43233,0,21,0,0,0,9785,0,0,8135,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	003,0,352,9088,0,43,0,0,0,5427,0,0,342,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	004,0,47,3116,0,12,0,0,0,1918,0,0,151,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	005,0,1767,29555,0,9,0,0,1,9095,0,0,2126,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	006,0,180,2902,0,0,0,0,0,857,0,0,377,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	007,0,340,2813,0,6,0,0,0,1520,0,0,220,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	008,0,42,2542,0,59,0,0,0,2209,0,0,551,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	009,0,149,14620,0,227,0,0,2,3575,0,0,1698,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	010,0,72,11463,0,74,0,0,0,4720,0,0,603,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	011,0,102,16481,0,0,0,0,0,4722,0,0,4566,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	012,0,65,11203,0,5,0,0,0,2602,0,0,806,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	013,0,1400,290721,0,608,0,0,11,41439,0,0,34686,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	014,18,1912,30228,0,119,0,0,3,13443,0,0,1319,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	015,0,81,5010,0,29,0,0,0,2604,0,0,589,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	016,0,57,7693,0,0,0,0,0,3026,0,0,554,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	017,0,23,2322,0,34,0,0,0,678,0,0,325,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	018,0,119,16124,0,0,0,0,0,4213,0,0,1405,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	019,0,346,9632,0,0,0,0,0,4746,0,0,1985,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	020,7,1062,169258,0,440,0,0,0,31671,0,0,23514,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	021,0,226,4670,0,27,0,0,0,4282,0,0,317,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	022,0,47,4549,0,32,0,0,0,4308,0,0,570,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	023,0,63,11534,0,581,0,0,0,3148,0,0,2142,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	024,21,859,66155,0,838,0,0,5,9270,0,0,10414,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	025,21,1382,141110,0,5081,0,0,4,35461,0,0,29862,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	026,0,167,4687,0,0,0,0,0,2311,0,0,231,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	027,0,43,3295,0,0,0,0,0,559,0,0,386,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	028,0,89,10495,0,0,0,0,0,3322,0,0,2344,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	029,0,65,63288,0,369,0,0,0,12024,7,0,18382,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	030,0,58,11137,0,0,0,0,0,2308,0,0,2385,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	031,3,665,165555,0,1473,0,0,12,39298,7,0,67926,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	032,0,278,3162,0,12,0,0,0,1693,0,0,217,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	033,0,6705,889730,0,6262,0,0,7,196401,0,0,132879,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	034,0,29,1091,0,7,0,0,0,340,0,0,71,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	035,0,326,30756,0,103,0,0,0,5543,0,0,5534,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	036,0,162,8625,0,29,0,0,0,3497,0,0,741,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	037,85,1377,159064,0,465,0,0,0,26261,0,0,17202,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	038,0,22,2522,0,0,0,0,0,956,0,0,362,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	039,5,771,203267,0,1137,0,0,1,43962,0,0,38682,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	040,0,557,7881,0,1,0,0,0,4135,0,0,879,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	041,0,30,595,0,9,0,0,0,377,0,0,64,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	042,21,1695,27886,0,117,0,0,2,13671,0,0,1665,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	043,0,407,5907,0,0,0,0,0,2626,0,0,766,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	044,0,88,7967,0,6,0,0,0,1560,0,0,1828,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	045,5,522,27120,0,159,0,0,10,10187,0,0,1240,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	046,0,78,6552,0,33,0,0,0,1583,0,0,450,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	047,5,755,10605,0,39,0,0,0,6128,0,0,470,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	048,24,662,14430,0,0,0,0,0,6008,0,0,729,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	049,0,88,1680,0,0,0,0,0,1021,0,0,110,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	050,0,45,3786,0,38,0,0,0,1716,0,0,356,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	051,5,1919,51350,0,71,0,0,1,16516,0,0,4623,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	052,0,347,3838,0,0,0,0,0,1590,0,0,493,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	053,0,130,18050,0,439,0,0,0,3691,0,0,4555,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	054,146,2822,137747,0,57,0,0,1,22487,0,0,12676,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	055,0,27,3942,0,1,0,0,0,2404,0,0,351,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	056,0,349,3964,0,0,0,0,0,2090,0,0,182,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	057,414,3255,530666,0,5433,0,0,15,81495,151,0,62970,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	058,0,6779,677779,0,5641,0,0,72,134477,7,0,133080,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	059,0,19,11213,0,16,0,0,0,3184,0,0,3726,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	060,0,418,112324,0,2229,0,0,1,20253,0,0,20640,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	061,0,3,3537,0,0,0,0,0,1381,0,0,245,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	062,0,933,19762,0,2,0,0,1,4876,0,0,2150,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	063,0,329,3565,0,0,0,0,0,2153,0,0,248,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	064,0,441,6902,0,0,0,0,1,2627,0,0,227,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	065,0,59,17296,0,7,0,0,0,9141,0,0,1220,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	066,0,10,602,0,11,0,0,0,433,0,0,90,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	067,0,526,13530,0,29,0,0,0,4972,0,0,1782,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	068,0,138,6000,0,261,0,0,0,2591,0,0,554,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	069,0,13,2159,0,0,0,0,0,472,0,0,394,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	070,2,484,93274,0,677,0,0,5,21188,0,0,21337,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	071,0,135,4660,0,2,0,0,0,2532,0,0,210,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	072,0,43,2496,0,0,0,0,0,518,0,0,286,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	073,8,113,6451,0,0,0,0,0,1089,0,0,688,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	074,2,1053,14436,0,23,0,0,0,7474,0,0,425,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	075,0,46,9108,0,0,0,0,0,3360,0,0,1079,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	076,0,663,29815,0,8,0,0,1,6804,0,0,5666,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	077,0,23,1112,0,0,0,0,0,391,0,0,99,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	078,0,45,1002,0,5,0,0,2,523,0,0,141,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	079,0,66,3582,0,0,0,0,0,1597,0,0,185,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	080,0,65,3136,0,4,0,0,0,2005,0,0,311,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	081,0,847,218311,0,442,0,0,1,45150,0,0,33783,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	082,8,700,11665,0,147,0,0,0,6245,0,0,5693,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	083,0,51,4026,0,12,0,0,0,402,0,0,776,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	084,0,115,8471,0,51,0,0,0,2772,0,0,1123,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	085,0,716,10042,0,15,0,0,0,7820,0,0,3149,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	086,0,150,5358,0,7,0,0,2,3554,0,0,397,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	087,0,899,16002,0,77,0,0,0,10073,0,0,1463,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	088,2,1437,18285,0,41,0,0,0,7476,0,0,3252,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	089,0,14,2649,0,4,0,0,0,950,0,0,367,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	090,0,846,14885,0,112,0,0,0,6995,0,0,1339,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	091,0,37,25135,0,191,0,0,0,7566,0,0,4796,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	092,0,119,25750,0,335,0,0,0,6828,0,0,3878,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	093,0,27,8864,0,0,0,0,0,2924,0,0,1453,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	094,2,78,3197,0,37,0,0,0,1523,0,0,217,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	095,0,152,31109,0,180,0,0,0,8297,0,0,4733,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	096,0,28,8915,0,33,0,0,0,3505,0,0,1568,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	097,0,118,3139,0,58,0,0,0,1829,0,0,127,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	098,0,51,1311,0,0,0,0,0,348,0,0,120,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	099,0,1743,121317,0,1620,0,0,5,28792,0,0,21860,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	100,0,59,12709,0,2,0,0,1,3462,0,0,3065,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	101,0,1145,18728,0,28,0,0,0,6411,0,0,2998,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	102,0,141,4388,0,0,0,0,0,2222,0,0,111,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	103,0,373,13982,0,71,0,0,0,2475,0,0,1436,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	104,500,3063,470603,0,3877,0,0,9,87208,412,0,60220,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	105,0,11,2155,0,32,0,0,0,1959,0,0,326,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	106,4967,11606,414334,0,3429,0,0,178,93033,309,0,45513,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	107,0,99,3117,0,0,0,0,0,1942,0,0,365,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	108,0,253,53927,0,665,0,0,1,9102,0,0,13758,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	109,0,1775,200072,0,684,0,0,0,37832,0,0,38169,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	110,8,1616,20430,0,83,0,0,19,6283,26,0,3599,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	111,0,546,4384,0,0,0,0,0,1856,0,0,167,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	112,0,282,8553,0,3,0,0,0,3703,0,0,1097,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	113,0,279,6238,0,11,0,0,0,7649,0,0,483,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	114,0,1139,11788,0,0,0,0,0,3866,0,0,347,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	115,0,712,12908,0,1,0,0,0,5307,0,0,958,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	116,0,8,790,0,12,0,0,0,566,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	117,0,55,1316,0,11,0,0,0,1076,0,0,59,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	118,97,1355,44561,0,44,0,0,0,11513,13,0,3905,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	119,0,193,1126,0,0,0,0,0,847,0,0,70,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	120,0,538,67312,0,1027,0,0,0,18283,0,0,12493,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	121,285,2556,312021,0,2224,0,0,1,49430,183,0,36887,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	122,0,567,100406,0,362,0,0,5,24534,0,0,34168,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	123,0,15,6334,0,33,0,0,0,3305,0,0,199,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	124,0,425,4185,0,0,0,0,0,2476,0,0,449,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	15,	125,0,23,2833,0,0,0,0,0,967,0,0,736,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	001,1,10,1669,0,0,3,8,13,2276,0,0,717,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	002,0,3,1332,0,0,0,5,0,2052,0,0,131,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	003,4,59,15513,0,2,33,5,13,9441,0,0,3495,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	004,2,5,1471,0,1,5,2,0,2215,0,0,516,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	005,3,17,1324,0,0,4,2,1,1499,0,0,196,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	006,9,1677,20040,3,7,18,27,215,15162,9,0,10950,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	007,3,22,6148,0,0,20,3,4,7270,0,0,1283,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	008,8,8,1397,0,1,0,10,1,2190,4,0,508,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	009,5,54,5724,0,0,4,20,20,6903,1,0,4909,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	010,5,20,2132,0,0,0,7,11,2619,1,0,1068,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	011,7,22,2989,0,1,18,5,1,2549,0,0,781,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	012,9,61,5764,0,0,3,14,1,7365,0,0,664,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	013,0,9,948,0,0,0,2,5,1242,0,0,1209,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	014,3,39,3584,0,0,7,10,1,4593,1,0,888,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	015,5,20,2824,0,0,2,9,3,3467,0,0,1262,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	016,4,14,3626,1,0,3,8,1,3841,0,0,1777,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	017,2,8,1991,0,0,13,0,4,2442,0,0,295,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	018,4,2,1018,0,0,1,7,2,1360,0,0,771,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	019,6,32,3667,0,0,2,8,5,3662,12,0,5487,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	020,4,42,2914,1,1,7,12,19,3204,3,0,1166,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	021,3,2,650,0,0,3,2,0,744,1,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	022,3,14,2817,0,4,9,12,11,2591,2,0,626,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	023,3,5,2029,1,1,23,1,1,2233,5,0,1748,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	024,6,44,2000,1,0,5,11,13,1941,0,0,129,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	025,3,66,4616,0,0,29,14,10,3280,1,0,872,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	026,5,0,490,0,0,0,10,0,874,0,0,151,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	027,0,0,545,0,0,0,1,0,875,0,0,388,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	028,1,2,2230,0,1,4,7,1,1792,0,0,639,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	029,1,8,820,0,0,1,1,4,1395,0,0,95,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	030,0,5,1571,0,1,26,3,1,1625,0,0,403,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	031,3,6,3859,0,0,15,4,2,3666,0,0,336,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	16,	032,0,2,1072,1,1,1,1,5,1042,0,0,146,Cifras Definitivas
