PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	215,0,13,59,0,0,0,0,10,77,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	216,0,0,20,0,0,0,0,0,19,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	217,0,4,57,0,0,0,0,2,93,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	218,0,0,3,0,0,0,0,0,15,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	219,0,30,124,0,0,0,0,0,210,0,1,64,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	220,0,0,15,0,0,2,0,0,105,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	221,0,25,102,0,0,0,0,0,95,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	222,0,0,7,0,0,0,0,0,42,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	223,0,0,5,0,0,0,0,0,12,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	224,0,1,83,0,0,1,0,3,67,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	225,0,5,53,0,0,0,0,32,93,0,0,97,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	226,0,19,173,0,1,0,1,8,296,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	227,0,125,3204,0,0,9,4,12,2484,0,147,1457,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	228,0,0,9,0,0,0,0,0,4,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	229,0,4,129,0,0,0,0,0,285,0,0,30,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	230,0,0,20,0,0,0,0,0,40,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	231,0,0,6,0,0,0,0,0,37,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	232,0,43,159,0,0,0,0,133,354,0,0,220,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	233,0,2,99,0,3,0,0,1,239,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	234,0,0,62,0,0,0,0,0,77,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	235,0,4,102,0,0,0,0,13,251,0,0,90,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	236,0,0,10,0,0,1,0,1,37,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	237,0,11,135,0,0,0,0,2,134,0,0,37,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	238,0,6,20,0,0,0,0,3,62,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	239,0,12,54,0,0,0,0,0,77,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	240,0,3,44,0,0,0,0,0,61,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	241,0,3,55,0,0,0,0,2,115,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	242,0,26,278,0,0,0,0,8,680,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	243,0,11,238,0,0,0,0,5,205,0,2,48,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	244,0,10,151,0,0,0,0,8,145,0,11,97,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	245,0,4,44,0,0,0,0,1,65,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	246,0,3,16,0,0,0,0,4,31,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	247,0,10,251,0,0,1,0,0,149,0,0,64,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	248,2,36,135,1,6,4,0,22,125,0,0,148,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	249,0,12,71,0,0,0,0,8,84,0,0,21,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	250,0,6,42,0,0,0,0,4,73,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	251,0,0,0,0,0,0,0,0,8,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	252,0,13,34,0,0,0,0,2,47,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	253,0,1,22,0,2,0,0,5,51,0,0,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	254,0,9,239,0,0,2,0,13,284,0,12,33,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	255,0,10,21,0,0,0,0,4,92,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	256,0,0,2,0,0,0,0,0,16,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	257,0,1,8,0,0,0,0,0,18,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	258,0,2,13,0,0,0,0,0,24,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	259,0,0,8,0,0,0,0,0,31,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	260,0,2,77,0,3,0,2,2,400,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	261,0,11,98,0,1,2,0,14,184,0,0,42,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	262,0,0,61,0,0,1,0,3,167,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	263,0,6,94,0,0,2,0,7,117,0,13,41,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	264,0,6,63,0,0,0,0,2,149,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	265,0,13,66,0,0,0,0,30,115,0,0,22,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	266,0,51,191,0,0,0,0,44,279,0,0,339,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	267,0,0,14,0,1,0,0,0,27,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	268,0,4,132,0,0,0,0,0,187,0,0,72,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	269,0,111,294,0,0,1,0,4,280,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	270,0,6,22,0,0,0,0,3,28,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	271,0,14,52,1,0,1,0,3,259,0,0,30,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	272,0,33,95,0,0,1,0,20,232,0,30,120,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	273,0,0,32,0,1,1,0,0,272,0,0,28,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	274,0,0,4,0,0,0,0,0,41,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	275,0,8,49,0,0,0,0,5,179,0,0,11,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	276,0,0,3,0,0,0,0,1,10,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	277,0,13,593,0,0,1,0,21,1050,0,87,405,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	278,0,79,364,0,1,5,0,32,508,0,0,461,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	279,0,30,176,0,0,0,4,15,254,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	280,0,0,73,1,0,1,0,0,94,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	281,0,3,27,0,0,1,0,1,30,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	282,0,0,10,1,1,0,0,0,60,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	283,0,0,18,0,0,0,0,0,55,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	284,0,28,51,0,0,0,0,8,131,0,0,152,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	285,2,11,39,0,0,0,0,15,85,0,0,77,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	286,0,46,190,0,0,0,0,4,161,0,0,34,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	287,0,0,7,0,0,0,0,1,40,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	288,0,0,3,0,0,0,0,0,15,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	289,0,0,29,0,0,0,0,11,98,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	290,0,5,33,0,0,0,0,1,38,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	291,0,8,67,0,0,1,1,0,248,0,1,46,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	292,0,0,14,0,0,0,0,0,94,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	293,11,112,3770,0,0,6,9,11,1846,0,104,1318,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	294,6,74,801,0,3,0,8,4,549,0,66,285,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	295,0,56,1451,2,0,1,2,7,1170,0,261,440,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	296,0,0,33,0,3,0,0,0,93,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	297,0,21,41,0,0,0,0,0,43,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	298,0,154,1285,0,1,10,1,20,1321,0,102,291,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	299,0,12,47,0,0,0,0,11,51,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	300,0,56,83,0,0,0,0,27,77,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	301,8,16,181,0,4,1,2,3,255,0,9,57,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	302,0,38,57,0,0,0,0,17,86,0,0,29,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	303,0,5,53,0,0,0,0,3,73,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	304,0,2,25,0,0,1,0,3,36,0,0,12,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	305,0,23,521,0,8,0,0,0,256,0,89,229,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	306,0,2,33,0,0,1,0,6,90,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	307,0,76,341,0,0,0,0,3,301,0,12,141,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	308,0,11,136,0,0,2,1,3,66,0,0,61,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	309,0,28,146,0,0,0,0,30,158,0,0,68,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	310,0,129,1103,0,3,4,5,11,727,0,45,1085,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	311,0,0,2,0,0,1,0,0,13,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	312,0,46,140,0,0,1,0,51,171,0,0,132,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	313,0,0,5,0,0,1,0,0,45,0,0,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	314,0,2,66,0,0,0,0,1,171,0,21,14,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	315,0,19,65,0,0,0,0,4,257,0,0,33,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	316,0,1,11,0,0,1,0,0,43,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	317,0,8,60,0,0,0,0,1,82,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	318,50,411,6390,1,58,14,7,109,4407,0,209,10069,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	319,0,0,25,0,0,0,0,0,11,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	320,0,4,19,0,0,0,0,0,21,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	321,0,1,5,0,0,1,0,1,61,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	322,0,0,12,0,0,0,0,0,17,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	323,0,2,10,0,0,0,0,2,36,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	324,0,426,3430,9,4,11,3,149,2816,0,2,6039,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	325,0,29,320,1,2,1,0,17,816,0,0,56,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	326,0,3,33,0,1,1,0,0,159,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	327,0,93,766,0,0,2,8,19,828,0,159,776,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	328,0,0,6,0,1,0,0,0,65,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	329,0,8,16,0,0,0,0,3,29,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	330,0,0,25,0,0,0,0,13,80,0,0,36,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	331,0,2,19,0,0,1,0,4,31,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	332,0,0,13,0,0,0,0,1,18,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	333,0,12,299,0,0,7,1,2,440,0,1,71,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	334,18,237,1656,0,15,15,5,78,2262,0,682,1585,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	335,0,0,12,0,2,0,0,0,75,0,0,10,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	336,0,0,21,0,0,0,2,1,270,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	337,0,87,275,0,0,0,0,3,296,0,0,31,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	338,0,138,2760,0,0,1,1,15,1505,0,284,1104,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	339,9,38,563,0,0,0,1,7,392,0,11,124,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	340,0,10,59,0,0,0,0,2,68,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	341,0,0,25,0,0,0,0,1,22,0,0,5,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	342,0,60,700,0,0,3,0,0,323,0,12,347,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	343,0,34,148,0,0,0,0,0,143,0,8,56,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	344,0,4,60,0,0,2,0,4,171,0,0,58,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	345,0,27,73,0,0,0,0,25,97,0,0,16,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	346,0,2,38,0,0,0,0,9,174,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	347,0,13,185,0,0,1,0,14,255,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	348,0,82,491,0,0,0,3,27,662,0,0,94,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	349,0,64,171,0,0,1,0,0,131,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	350,4,196,5079,0,25,8,1,18,1607,0,4,1976,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	351,0,5,140,0,0,2,0,23,272,0,34,28,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	352,0,0,30,0,1,1,0,5,82,0,0,13,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	353,0,0,109,0,0,0,0,6,193,0,0,21,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	354,0,0,4,0,0,0,0,0,7,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	355,0,0,10,0,0,0,0,0,22,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	356,0,4,235,0,2,2,0,0,282,0,9,138,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	357,0,0,16,0,0,1,0,0,36,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	358,0,21,150,0,0,0,0,2,218,0,0,34,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	359,0,1,17,0,1,0,0,1,90,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	360,0,25,210,2,1,2,0,11,258,0,38,197,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	361,0,0,1,0,0,2,0,0,28,0,0,6,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	362,0,18,144,0,0,1,2,2,123,0,0,58,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	363,0,28,273,0,0,0,0,11,432,0,0,47,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	364,49,119,894,0,2,2,26,80,1096,0,17,738,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	365,1,0,43,0,0,0,0,2,145,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	366,0,0,63,0,1,0,0,0,89,0,0,30,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	367,0,12,27,0,0,0,0,23,51,0,0,73,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	368,0,7,124,0,1,1,0,9,152,0,23,75,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	369,0,10,166,0,0,0,0,0,203,0,0,73,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	370,0,6,29,0,0,2,0,0,40,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	371,0,15,40,0,0,0,0,1,35,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	372,0,19,42,0,0,0,0,1,43,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	373,0,0,2,0,0,0,0,0,10,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	374,0,0,14,0,0,0,0,0,15,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	375,5,118,2818,0,2,3,15,24,1158,0,2,1652,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	376,0,3,13,0,0,0,0,1,24,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	377,0,60,218,0,1,1,1,8,409,0,0,46,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	378,0,28,203,0,0,1,0,3,338,0,0,75,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	379,0,22,93,0,0,0,0,1,140,0,0,15,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	380,0,33,122,0,0,5,0,1,127,0,0,51,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	381,0,44,94,0,0,0,4,8,178,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	382,0,3,7,0,0,0,0,0,13,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	383,0,20,52,0,0,0,0,2,48,0,0,57,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	384,0,40,116,0,0,0,0,5,378,0,0,58,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	385,5,864,21128,0,30,26,19,117,9054,0,1046,12902,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	386,0,3,227,1,0,0,0,1,628,0,0,57,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	387,0,26,403,0,0,1,0,4,431,0,43,136,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	388,0,2,100,0,0,0,0,0,224,0,0,105,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	389,0,0,27,0,0,0,0,0,77,0,8,64,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	390,6,331,12898,0,14,88,9,103,6160,0,9,6379,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	391,0,16,51,0,0,1,0,3,79,0,0,20,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	392,0,20,75,0,0,1,0,0,99,0,0,17,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	393,0,45,115,0,0,0,0,12,349,0,2,38,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	394,0,6,46,0,0,1,0,0,70,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	395,0,2,29,0,0,0,0,1,21,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	396,0,1,39,0,0,0,0,1,27,0,0,7,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	397,69,693,4614,0,2,14,34,57,3977,0,52,1593,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	398,0,45,342,0,0,1,0,2,627,0,33,82,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	399,0,317,6380,0,0,3,8,64,2943,0,20,3546,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	400,0,21,71,0,0,0,0,6,95,0,0,18,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	401,7,195,1672,3,5,10,2,84,1455,0,3,3061,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	402,0,3,12,0,0,0,0,3,5,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	403,0,41,863,0,0,6,3,3,1753,0,22,567,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	404,0,0,52,0,1,0,0,3,112,0,0,24,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	405,0,11,158,0,0,0,7,8,202,0,3,28,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	406,0,14,271,0,0,0,0,3,287,0,0,49,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	407,0,25,95,0,0,0,0,14,164,0,0,35,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	408,0,5,26,0,0,0,0,0,19,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	409,4,215,2794,0,0,2,21,2,1031,0,1,786,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	410,0,0,26,0,4,1,0,1,228,0,0,9,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	411,0,31,72,0,0,0,0,0,58,0,2,41,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	412,0,10,48,0,0,0,0,10,147,0,0,40,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	413,136,759,7083,29,39,31,37,106,3600,0,1,8740,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	414,1,42,179,0,1,0,0,48,303,0,0,350,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2022,	20,	415,0,64,63,0,0,0,0,20,131,0,0,35,Cifras Definitivas
